NATIONAL FOREST,WILDERNESS,LAT,LONG,UTME,UTMN,ZONE,MONITORING SITE NAME,site_rename,DATE,TIME,SAMPLE TYPE,pH,ANC,SPECIFIC CONDUCTIVITY (SC),Na,NH4,K,Mg,Ca,F,Cl,NO3,PO4,SO4,COMMENT,Uncategorized
RIO GRANDE NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,37.57642,-105.49557,443392,4436348,13,CRATER LAKE,CRATER LAKE-RG,08-11-2008,1225,DUPLICATE,7.35,260.86,37.9,0.31,0.0,0.32,0.35,6.32,0.01,0.2,1.44,0.0,3.82,,
RIO GRANDE NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,37.57642,-105.49557,443392,4436348,13,CRATER LAKE,CRATER LAKE-RG,09-02-2008,1300,DUPLICATE,7.05,74.33,11.47,0.27,0.0,0.09,0.1,1.75,0.07,0.05,0.32,0.0,0.95,,
RIO GRANDE NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,37.57642,-105.49557,443392,4436348,13,CRATER LAKE,CRATER LAKE-RG,08-27-2009,1325,DUPLICATE,7.51,257.12,37.3,0.29,0.0,0.26,0.34,6.54,0.01,0.17,0.69,0.0,4.53,,
RIO GRANDE NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,37.57642,-105.49557,443392,4436348,13,CRATER LAKE,CRATER LAKE-RG,08-27-2009,1325,DUPLICATE,7.51,257.12,37.3,0.29,0.0,0.26,0.34,6.54,0.01,0.17,0.69,0.0,4.53,,
RIO GRANDE NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,37.57642,-105.49557,443392,4436348,13,CRATER LAKE,CRATER LAKE-RG,07-19-2010,,DUPLICATE,7.36,210.25,29.71,0.24,0.02,0.22,0.41,4.69,0.01,0.14,0.94,0.0,3.06,,
RIO GRANDE NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,37.57642,-105.49557,443392,4436348,13,CRATER LAKE,CRATER LAKE-RG,07-12-2011,1100,DUPLICATE,7.28,240.41,34.31,0.43,0.0,0.25,1.05,0.0,,,,,,,
RIO GRANDE NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,37.57642,-105.49557,443392,4436348,13,CRATER LAKE,CRATER LAKE-RG,08-03-2011,1320,DUPLICATE,7.58,277.57,40.57,0.29,0.04,0.22,1.19,0.0,,,,,,,
RIO GRANDE NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,37.57642,-105.49557,443392,4436348,13,CRATER LAKE,CRATER LAKE-RG,07-31-1995,1400 ,REGULAR,6.46,,16.57,0.11,0.0,0.05,0.14,2.73,0.0,0.05,1.04,0.0,1.21,,
RIO GRANDE NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,37.57642,-105.49557,443392,4436348,13,CRATER LAKE,CRATER LAKE-RG,06-26-1996,940 ,REGULAR,6.82,,31.13,0.21,0.0,0.17,0.28,6.35,0.0,0.14,1.48,0.0,2.79,,
RIO GRANDE NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,37.57642,-105.49557,443392,4436348,13,CRATER LAKE,CRATER LAKE-RG,08-01-1996,1100 ,REGULAR,6.49,,35.85,0.21,0.0,0.19,0.31,7.03,0.0,0.17,1.6,0.0,3.33,,
RIO GRANDE NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,37.57642,-105.49557,443392,4436348,13,CRATER LAKE,CRATER LAKE-RG,09-10-1996,1600 ,REGULAR,6.63,,40.61,0.26,0.0,0.22,0.38,6.0,0.0,0.21,2.01,0.0,4.38,,
RIO GRANDE NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,37.57642,-105.49557,443392,4436348,13,CRATER LAKE,CRATER LAKE-RG,08-12-1997,1330,REGULAR,6.84,207.7,38.44,0.25,0.0,0.2,0.29,7.56,0.0,0.15,1.53,0.0,3.83,,
RIO GRANDE NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,37.57642,-105.49557,443392,4436348,13,CRATER LAKE,CRATER LAKE-RG,09-10-1997,1215,REGULAR,7.14,,39.74,0.27,0.0,0.21,0.41,8.26,0.0,0.15,1.57,0.0,4.01,,
RIO GRANDE NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,37.57642,-105.49557,443392,4436348,13,CRATER LAKE,CRATER LAKE-RG,07-17-1998,1125,REGULAR,6.91,234.5,34.42,0.4,0.04,0.16,0.3,5.87,0.0,0.19,1.28,0.0,3.29,,
RIO GRANDE NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,37.57642,-105.49557,443392,4436348,13,CRATER LAKE,CRATER LAKE-RG,08-19-1998,1430,REGULAR,7.21,299.2,44.57,0.51,0.05,0.3,0.41,8.03,0.0,0.35,1.51,0.0,4.28,,
RIO GRANDE NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,37.57642,-105.49557,443392,4436348,13,CRATER LAKE,CRATER LAKE-RG,08-26-1998,1245,REGULAR,7.05,267.2,36.94,0.22,0.02,0.17,0.31,6.76,0.0,0.11,1.23,0.0,3.52,,
RIO GRANDE NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,37.57642,-105.49557,443392,4436348,13,CRATER LAKE,CRATER LAKE-RG,08-26-1998,1235,REGULAR,7.07,269.6,37.4,0.23,0.03,0.17,0.31,6.76,0.0,0.11,1.24,0.0,3.51,,
RIO GRANDE NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,37.57642,-105.49557,443392,4436348,13,CRATER LAKE,CRATER LAKE-RG,09-21-1998,1215,REGULAR,7.16,295.5,41.55,0.25,0.03,0.09,0.36,7.56,0.0,0.13,1.6,0.0,4.27,,
RIO GRANDE NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,37.57642,-105.49557,443392,4436348,13,CRATER LAKE,CRATER LAKE-RG,07-19-1999,1400,REGULAR,7.03,181.7,23.25,0.2,0.02,0.17,0.25,5.0,0.0,0.18,1.77,0.0,2.36,,
RIO GRANDE NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,37.57642,-105.49557,443392,4436348,13,CRATER LAKE,CRATER LAKE-RG,07-31-2000,1215,REGULAR,7.33,368.2,51.2,0.25,0.0,0.22,0.36,7.57,0.0,0.27,1.71,0.0,4.39,"AL, SIO2",
RIO GRANDE NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,37.57642,-105.49557,443392,4436348,13,CRATER LAKE,CRATER LAKE-RG,08-06-2000,1058,REGULAR,6.34,55.6,7.66,0.13,0.0,0.05,0.09,1.68,0.09,0.13,0.02,0.0,0.61,,
RIO GRANDE NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,37.57642,-105.49557,443392,4436348,13,CRATER LAKE,CRATER LAKE-RG,09-10-2000,1220,REGULAR,6.64,66.9,9.77,0.15,0.0,0.09,0.09,1.62,0.09,0.08,0.14,0.0,0.89,,
RIO GRANDE NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,37.57642,-105.49557,443392,4436348,13,CRATER LAKE,CRATER LAKE-RG,09-18-2000,1400,REGULAR,7.55,326.6,56.0,0.94,0.03,0.47,0.49,9.53,0.0,0.28,2.69,0.0,7.21,"AL, SIO2",
RIO GRANDE NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,37.57642,-105.49557,443392,4436348,13,CRATER LAKE,CRATER LAKE-RG,08-15-2001,1020,REGULAR,6.86,87.0,10.4,0.21,0.0,0.1,0.09,1.49,0.08,0.05,0.16,0.0,0.97,,
RIO GRANDE NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,37.57642,-105.49557,443392,4436348,13,CRATER LAKE,CRATER LAKE-RG,07-10-2003,1240,REGULAR,7.54,219.39,42.6,0.34,0.01,0.24,0.33,7.03,0.05,0.7,2.08,0.0,5.96,SLIGHT NACL CONTAMINATION,
RIO GRANDE NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,37.57642,-105.49557,443392,4436348,13,CRATER LAKE,CRATER LAKE-RG,09-15-2003,1455,REGULAR,7.6,326.7,61.4,0.42,0.02,0.29,0.57,10.71,0.0,0.35,2.91,0.0,9.7,,
RIO GRANDE NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,37.57642,-105.49557,443392,4436348,13,CRATER LAKE,CRATER LAKE-RG,07-29-2005,1050,REGULAR,7.5,245.74,35.5,0.41,0.0,0.25,0.31,6.09,0.03,0.2,1.33,0.0,3.87,,
RIO GRANDE NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,37.57642,-105.49557,443392,4436348,13,CRATER LAKE,CRATER LAKE-RG,09-02-2005,1315,REGULAR,7.53,248.03,44.2,,,,,,,,,,,,
RIO GRANDE NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,37.57642,-105.49557,443392,4436348,13,CRATER LAKE,CRATER LAKE-RG,06-30-2006,1100,REGULAR,7.5,261.13,46.3,0.33,0.05,0.24,0.43,8.05,0.0,0.23,1.8,0.0,5.52,,
RIO GRANDE NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,37.57642,-105.49557,443392,4436348,13,CRATER LAKE,CRATER LAKE-RG,08-09-2008,1455,REGULAR,7.05,61.79,9.46,0.25,0.01,0.11,0.1,1.55,0.07,0.05,0.12,0.0,0.74,,
RIO GRANDE NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,37.57642,-105.49557,443392,4436348,13,CRATER LAKE,CRATER LAKE-RG,08-11-2008,1215,REGULAR,7.39,256.07,38.7,0.32,0.0,0.31,0.34,6.38,0.1,0.21,1.46,0.0,3.84,,
RIO GRANDE NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,37.57642,-105.49557,443392,4436348,13,CRATER LAKE,CRATER LAKE-RG,09-02-2008,1300,REGULAR,7.03,71.81,11.45,0.25,0.03,0.08,0.1,1.76,0.07,0.05,0.31,0.0,0.96,,
RIO GRANDE NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,37.57642,-105.49557,443392,4436348,13,CRATER LAKE,CRATER LAKE-RG,09-08-2008,1235,REGULAR,7.62,312.93,45.1,0.33,0.0,0.28,0.42,7.88,0.0,0.18,1.95,0.0,4.88,,
RIO GRANDE NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,37.57642,-105.49557,443392,4436348,13,CRATER LAKE,CRATER LAKE-RG,07-29-2009,1138,REGULAR,7.39,243.74,34.7,0.29,0.0,0.22,0.33,6.11,0.01,0.16,1.23,0.02,4.29,,
RIO GRANDE NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,37.57642,-105.49557,443392,4436348,13,CRATER LAKE,CRATER LAKE-RG,07-29-2009,1138,REGULAR,7.39,243.74,34.7,0.29,0.0,0.22,0.33,6.11,0.01,0.16,1.23,0.02,4.29,,
RIO GRANDE NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,37.57642,-105.49557,443392,4436348,13,CRATER LAKE,CRATER LAKE-RG,08-27-2009,1320,REGULAR,7.44,269.13,36.5,0.28,0.02,0.26,0.33,6.38,0.01,0.17,0.68,0.0,4.61,,
RIO GRANDE NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,37.57642,-105.49557,443392,4436348,13,CRATER LAKE,CRATER LAKE-RG,08-27-2009,1320,REGULAR,7.44,269.13,36.5,0.28,0.02,0.26,0.33,6.38,0.01,0.17,0.68,0.0,4.61,,
RIO GRANDE NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,37.57642,-105.49557,443392,4436348,13,CRATER LAKE,CRATER LAKE-RG,07-19-2010,,REGULAR,7.36,208.12,28.22,0.24,0.03,0.18,0.28,5.18,0.01,0.13,0.94,0.0,3.11,,
RIO GRANDE NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,37.57642,-105.49557,443392,4436348,13,CRATER LAKE,CRATER LAKE-RG,08-23-2010,,REGULAR,7.07,269.19,39.21,0.29,0.0,0.25,0.53,5.25,0.01,0.17,1.53,0.0,4.39,,
RIO GRANDE NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,37.57642,-105.49557,443392,4436348,13,CRATER LAKE,CRATER LAKE-RG,09-21-2010,,REGULAR,7.38,305.29,43.89,0.33,0.02,0.18,0.63,5.82,0.01,0.18,1.59,0.0,5.12,,
RIO GRANDE NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,37.57642,-105.49557,443392,4436348,13,CRATER LAKE,CRATER LAKE-RG,07-12-2011,1100,REGULAR,7.2,246.21,34.21,0.3,0.0,0.19,0.97,0.0,,,,,,,
RIO GRANDE NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,37.57642,-105.49557,443392,4436348,13,CRATER LAKE,CRATER LAKE-RG,09-26-2011,1215,REGULAR,7.55,370.56,60.53,,,,,,,,,,,,
RIO GRANDE NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,37.57642,-105.49557,443392,4436348,13,CRATER LAKE,CRATER LAKE-RG,08-03-2016,1230,REGULAR,7.48,320.79,40.5,0.29,0.01,0.18,0.36,6.83,0.01,0.15,1.01,0.0,4.53,,
RIO GRANDE NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,37.57642,-105.49557,443392,4436348,13,CRATER LAKE,CRATER LAKE-RG,09-26-2016,1300,REGULAR,7.62,426.9,56.8,0.41,0.02,0.28,0.51,8.75,0.01,0.19,1.57,0.0,7.22,,
RIO GRANDE NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,37.57642,-105.49557,443392,4436348,13,CRATER LAKE,CRATER LAKE-RG,07-25-2017,12:15,REGULAR,7.5,296.85,39.47,0.33,0.04,0.21,0.41,7.14,0.01,0.19,1.37,0.0,4.61,,
RIO GRANDE NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,37.57642,-105.49557,443392,4436348,13,CRATER LAKE,CRATER LAKE-RG,08-25-2017,9:15,REGULAR,6.81,434.73,45.13,0.29,0.06,0.22,0.41,7.49,0.02,0.15,0.94,0.0,5.0,NO LAT/LONG GIVEN FOR SAMPLES,
RIO GRANDE NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,37.57642,-105.49557,443392,4436348,13,CRATER LAKE,CRATER LAKE-RG,09-17-2018,1245,REGULAR,7.19,517.68,80.73,0.55,0.01,0.37,0.74,11.55,0.0,0.5,1.99,0.0,12.88,"ODD CALCIUM AND SULFATE VALUES, SAMPLES RERUN, VALUE CONFIRMED",
RIO GRANDE NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,37.57642,-105.49557,443392,4436348,13,CRATER LAKE,CRATER LAKE-RG,08-05-2019,12:50,REGULAR,6.88,259.59,49.89,0.27,0.02,0.2,0.43,8.45,0.02,0.27,1.35,0.0,7.12,,UNKNOWN
RIO GRANDE NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,37.57642,-105.49557,443392,4436348,13,CRATER LAKE,CRATER LAKE-RG,10-01-2019,1225,REGULAR,7.16,275.31,45.07,0.34,0.04,0.25,0.51,8.12,0.03,0.34,1.26,0.0,8.94,,
RIO GRANDE NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,37.57642,-105.49557,443392,4436348,13,CRATER LAKE,CRATER LAKE-RG,07-07-2020,824,REGULAR,7.18,325.91,49.06,0.25,0.1,0.26,0.34,7.83,0.01,0.28,1.46,0.0,6.96,,
RIO GRANDE NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,37.57642,-105.49557,443392,4436348,13,CRATER LAKE,CRATER LAKE-RG,08-05-2020,1523,REGULAR,6.64,89.47,10.54,0.2,0.04,0.05,0.09,1.98,0.04,0.04,0.06,0.0,0.67,ARRIVED WARM,
RIO GRANDE NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,37.57642,-105.49557,443392,4436348,13,CRATER LAKE,CRATER LAKE-RG,09-01-2020,1310,REGULAR,7.1,347.93,55.51,0.34,0.04,0.29,0.54,8.77,0.02,0.33,1.88,0.0,8.04,DOC CONFIRMED,
RIO GRANDE NATIONAL FOREST,SANGRE DE CRISTO WILDERNESS,37.57642,-105.49557,443392,4436348,13,CRATER LAKE,CRATER LAKE-RG,09-22-2020,1230,REGULAR,7.08,388.44,56.21,0.41,0.06,0.23,0.55,8.03,0.02,0.42,2.07,0.0,8.78,,
BRIDGER TETON NATIONAL FOREST,BRIDGER WILDERNESS,42.71920,-109.17240,649643,4731253,12,DEEP LAKE,DEEP LAKE,07-16-2016,NA,BLANK,5.9,1.92,1.07,0.07,0.09,0.0,0.01,0.27,0.02,0.01,0.02,0.0,0.02,,
BRIDGER TETON NATIONAL FOREST,BRIDGER WILDERNESS,42.71920,-109.17240,649643,4731253,12,DEEP LAKE,DEEP LAKE,10-10-2001,1620,DUPLICATE,6.69,68.7,11.5,0.39,0.02,0.26,0.15,1.48,0.05,0.24,0.02,0.0,1.1,,
BRIDGER TETON NATIONAL FOREST,BRIDGER WILDERNESS,42.71920,-109.17240,649643,4731253,12,DEEP LAKE,DEEP LAKE,08-11-2017,15:30,DUPLICATE,7.2,84.56,11.19,0.36,0.01,0.24,0.16,1.58,0.0,0.14,0.07,0.0,1.08,NO LAT/LONG GIVEN FOR SAMPLES,
BRIDGER TETON NATIONAL FOREST,BRIDGER WILDERNESS,42.71920,-109.17240,649643,4731253,12,DEEP LAKE,DEEP LAKE,08-08-2020,16:00,DUPLICATE,6.92,98.15,11.97,0.32,0.04,0.23,0.15,1.78,0.0,0.15,0.07,0.0,1.15,,
BRIDGER TETON NATIONAL FOREST,BRIDGER WILDERNESS,42.71920,-109.17240,649643,4731253,12,DEEP LAKE,DEEP LAKE,08-22-2007,1030,REGULAR,6.9,86.93,13.37,0.46,0.0,0.26,0.18,1.74,,,,,,,
BRIDGER TETON NATIONAL FOREST,BRIDGER WILDERNESS,42.71920,-109.17240,649643,4731253,12,DEEP LAKE,DEEP LAKE,08-22-2007,1030,REGULAR,6.54,87.48,13.63,0.47,0.06,0.26,0.17,1.73,,,,,,,
BRIDGER TETON NATIONAL FOREST,BRIDGER WILDERNESS,42.71920,-109.17240,649643,4731253,12,DEEP LAKE,DEEP LAKE,08-22-2007,1435,REGULAR,7.0,119.64,19.1,0.55,0.02,0.29,0.22,2.64,,,,,,,
BRIDGER TETON NATIONAL FOREST,BRIDGER WILDERNESS,42.71920,-109.17240,649643,4731253,12,DEEP LAKE,DEEP LAKE,08-22-2007,1600,REGULAR,6.92,88.59,12.82,0.47,0.01,0.2,0.19,1.73,,,,,,,
BRIDGER TETON NATIONAL FOREST,BRIDGER WILDERNESS,42.71920,-109.17240,649643,4731253,12,DEEP LAKE,DEEP LAKE,08-22-2007,,REGULAR,5.53,1.99,1.25,0.12,0.0,0.02,0.02,0.07,,,,,,,
BRIDGER TETON NATIONAL FOREST,BRIDGER WILDERNESS,42.71920,-109.17240,649643,4731253,12,DEEP LAKE,DEEP LAKE,07-26-2008,1320,REGULAR,6.87,92.59,13.12,0.44,0.06,0.25,0.17,1.76,0.01,0.18,0.01,0.01,1.34,,
BRIDGER TETON NATIONAL FOREST,BRIDGER WILDERNESS,42.71920,-109.17240,649643,4731253,12,DEEP LAKE,DEEP LAKE,08-22-2008,1132,REGULAR,6.93,92.09,11.94,0.5,0.03,0.26,0.18,1.82,0.01,0.19,0.0,0.0,1.44,,
BRIDGER TETON NATIONAL FOREST,BRIDGER WILDERNESS,42.71920,-109.17240,649643,4731253,12,DEEP LAKE,DEEP LAKE,10-14-2011,1000,REGULAR,6.56,89.51,10.75,0.46,0.04,0.18,0.27,1.52,0.01,0.23,0.0,0.0,1.09,CATIONS REPLACED,
BRIDGER TETON NATIONAL FOREST,BRIDGER WILDERNESS,42.71920,-109.17240,649643,4731253,12,DEEP LAKE,DEEP LAKE,10-14-2011,1000,REGULAR,6.56,89.51,10.75,1.36,0.0,0.15,0.26,1.31,0.01,0.23,0.0,0.0,1.09,,
BRIDGER TETON NATIONAL FOREST,BRIDGER WILDERNESS,42.71920,-109.17240,649643,4731253,12,DEEP LAKE,DEEP LAKE,09-21-2012,1645,REGULAR,6.8,92.87,11.97,,,,,,,,,,,FILTERED IN FIELD,
BRIDGER TETON NATIONAL FOREST,BRIDGER WILDERNESS,42.71920,-109.17240,649643,4731253,12,DEEP LAKE,DEEP LAKE,07-16-2016,1050,REGULAR,7.16,97.16,13.79,0.41,0.05,0.21,0.17,1.84,0.01,0.21,0.02,0.0,1.42,,
BRIDGER TETON NATIONAL FOREST,BRIDGER WILDERNESS,42.71920,-109.17240,649643,4731253,12,DEEP LAKE,DEEP LAKE,07-16-2016,1400,REGULAR,7.28,129.14,18.5,0.44,0.02,0.27,0.17,2.41,0.01,0.17,0.34,0.0,1.87,,
BRIDGER TETON NATIONAL FOREST,BRIDGER WILDERNESS,42.71920,-109.17240,649643,4731253,12,DEEP LAKE,DEEP LAKE,08-19-2016,1130,REGULAR,6.35,55.39,13.53,0.39,0.01,0.23,0.18,1.74,0.01,0.25,0.01,,1.62,,
BRIDGER TETON NATIONAL FOREST,BRIDGER WILDERNESS,42.71920,-109.17240,649643,4731253,12,DEEP LAKE,DEEP LAKE,08-19-2016,1130,REGULAR,6.74,80.34,13.67,0.43,0.01,0.24,0.17,1.86,0.01,0.2,0.0,0.01,1.31,,
BRIDGER TETON NATIONAL FOREST,BRIDGER WILDERNESS,42.71920,-109.17240,649643,4731253,12,DEEP LAKE,DEEP LAKE,08-19-2016,1230,REGULAR,7.07,126.35,20.1,0.55,0.01,0.29,0.22,2.84,0.02,0.16,0.24,0.0,2.13,,
BRIDGER TETON NATIONAL FOREST,BRIDGER WILDERNESS,42.71920,-109.17240,649643,4731253,12,DEEP LAKE,DEEP LAKE,08-19-2016,1430,REGULAR,7.23,118.3,16.37,0.46,0.01,0.23,0.2,2.16,0.01,0.2,0.01,0.0,1.23,,
BRIDGER TETON NATIONAL FOREST,BRIDGER WILDERNESS,42.71920,-109.17240,649643,4731253,12,DEEP LAKE,DEEP LAKE,09-25-2016,1500,REGULAR,6.11,7.78,3.22,0.3,0.01,0.04,0.06,0.14,0.0,0.36,0.0,0.0,0.16,SAMPLES FLOATING IN ICE WATER ON ARRIVAL,
BRIDGER TETON NATIONAL FOREST,BRIDGER WILDERNESS,42.71920,-109.17240,649643,4731253,12,DEEP LAKE,DEEP LAKE,09-25-2016,1510,REGULAR,6.12,7.74,3.21,0.3,0.02,0.04,0.06,0.16,0.0,0.35,0.0,0.0,0.16,SAMPLES FLOATING IN ICE WATER ON ARRIVAL,
BRIDGER TETON NATIONAL FOREST,BRIDGER WILDERNESS,42.71920,-109.17240,649643,4731253,12,DEEP LAKE,DEEP LAKE,07-18-2017,11:00,REGULAR,7.06,79.41,11.46,0.37,0.03,0.24,0.15,1.72,0.01,0.18,0.07,0.0,1.17,"SAMPLES ARRIVED OUTSIDE OF 14 DAY WINDOW, NO LAT/LONG GIVEN FOR SAMPLES",
BRIDGER TETON NATIONAL FOREST,BRIDGER WILDERNESS,42.71920,-109.17240,649643,4731253,12,DEEP LAKE,DEEP LAKE,08-11-2017,15:30,REGULAR,7.2,78.54,11.05,0.37,0.02,0.24,0.15,1.61,0.0,0.13,0.07,0.0,1.08,NO LAT/LONG GIVEN FOR SAMPLES,
BRIDGER TETON NATIONAL FOREST,BRIDGER WILDERNESS,42.71920,-109.17240,649643,4731253,12,DEEP LAKE,DEEP LAKE,07-16-2018,1005,REGULAR,6.79,79.88,12.78,0.36,0.01,0.22,0.15,2.21,0.02,0.14,0.1,0.0,1.14,SAMPLE ARRIVED VERY WARM AND LATE,
BRIDGER TETON NATIONAL FOREST,BRIDGER WILDERNESS,42.71920,-109.17240,649643,4731253,12,DEEP LAKE,DEEP LAKE,08-10-2018,1600,REGULAR,6.82,106.92,15.54,0.36,0.02,0.22,0.15,2.33,0.0,0.14,0.11,0.0,1.11,,
BRIDGER TETON NATIONAL FOREST,BRIDGER WILDERNESS,42.71920,-109.17240,649643,4731253,12,DEEP LAKE,DEEP LAKE,07-13-2019,16:22,REGULAR,6.9,81.73,11.66,0.27,0.01,0.17,0.13,2.26,0.0,0.13,0.05,0.0,0.95,,
BRIDGER TETON NATIONAL FOREST,BRIDGER WILDERNESS,42.71920,-109.17240,649643,4731253,12,DEEP LAKE,DEEP LAKE,10-11-2019,1300,REGULAR,6.87,92.69,13.15,0.32,0.01,0.22,0.19,2.08,0.0,0.15,0.08,0.0,0.93,,
BRIDGER TETON NATIONAL FOREST,BRIDGER WILDERNESS,42.71920,-109.17240,649643,4731253,12,DEEP LAKE,DEEP LAKE,08-08-2020,16:00,REGULAR,6.9,96.17,11.93,0.33,0.04,0.23,0.15,1.69,0.0,0.15,0.07,0.0,1.16,,
BRIDGER TETON NATIONAL FOREST,BRIDGER WILDERNESS,42.71920,-109.17240,649643,4731253,12,DEEP LAKE ,DEEP LAKE ,06-27-2001,,BLANK,5.34,-9.2,1.3,0.07,0.05,0.08,0.01,0.04,0.0,0.07,0.02,0.0,0.0,,
BRIDGER TETON NATIONAL FOREST,BRIDGER WILDERNESS,42.71920,-109.17240,649643,4731253,12,DEEP LAKE ,DEEP LAKE ,07-12-2002,1200,BLANK,5.54,0.9,1.3,0.05,0.0,0.06,0.01,0.05,0.0,0.06,0.03,0.0,0.0,,
BRIDGER TETON NATIONAL FOREST,BRIDGER WILDERNESS,42.71920,-109.17240,649643,4731253,12,DEEP LAKE ,DEEP LAKE ,06-30-2006,,BLANK,5.71,-2.57,0.91,0.02,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,,
BRIDGER TETON NATIONAL FOREST,BRIDGER WILDERNESS,42.71920,-109.17240,649643,4731253,12,DEEP LAKE ,DEEP LAKE ,08-23-2006,,BLANK,5.64,3.55,1.49,0.13,0.0,0.06,0.02,0.09,,,,,,,
BRIDGER TETON NATIONAL FOREST,BRIDGER WILDERNESS,42.71920,-109.17240,649643,4731253,12,DEEP LAKE ,DEEP LAKE ,08-27-2011,,BLANK,5.98,24.85,1.6,0.03,0.0,0.01,0.03,0.47,0.02,0.0,0.0,0.0,0.01,,
BRIDGER TETON NATIONAL FOREST,BRIDGER WILDERNESS,42.71920,-109.17240,649643,4731253,12,DEEP LAKE ,DEEP LAKE ,07-26-2008,1320,DUPLICATE,6.91,91.49,12.92,0.44,0.1,0.22,0.18,1.7,0.01,0.17,0.01,0.0,1.3,,
BRIDGER TETON NATIONAL FOREST,BRIDGER WILDERNESS,42.71920,-109.17240,649643,4731253,12,DEEP LAKE ,DEEP LAKE ,10-14-2011,1000,DUPLICATE,6.59,88.46,11.49,0.39,0.01,0.18,0.24,1.74,0.01,0.16,0.0,0.0,1.1,CATIONS REPLACED,
BRIDGER TETON NATIONAL FOREST,BRIDGER WILDERNESS,42.71920,-109.17240,649643,4731253,12,DEEP LAKE ,DEEP LAKE ,10-14-2011,1000,DUPLICATE,6.59,88.46,11.49,1.14,0.0,0.17,0.21,1.6,0.01,0.16,0.0,0.0,1.1,,
BRIDGER TETON NATIONAL FOREST,BRIDGER WILDERNESS,42.71920,-109.17240,649643,4731253,12,DEEP LAKE ,DEEP LAKE ,09-21-2012,1645,DUPLICATE,6.91,90.72,11.81,,,,,,,,,,,FILTERED IN FIELD,
BRIDGER TETON NATIONAL FOREST,BRIDGER WILDERNESS,42.71920,-109.17240,649643,4731253,12,DEEP LAKE  ,DEEP LAKE ,08-17-2001,1610,DUPLICATE,6.85,70.0,11.1,0.38,0.06,0.26,0.15,1.49,0.04,0.21,0.02,0.0,1.22,,
BRIDGER TETON NATIONAL FOREST,BRIDGER WILDERNESS,42.71920,-109.17240,649643,4731253,12,DEEP LAKE  ,DEEP LAKE ,08-21-2002,1030,DUPLICATE,6.89,75.9,11.4,0.37,0.02,0.51,0.17,1.67,0.0,0.17,0.02,0.0,1.26,,
